detuning_uv_GHz,Transmission_BaselineCorrected,TransmissionErr_BaselineCorrected,Theory_NoBaseline
1.3679684582166374,0.9855479816954136,0.005682413375820875,0.9896070246348218
1.412509486777708,1.0149547282515379,0.0059934691945059924,0.9905847697012291
1.4473071624524891,0.9949484472988138,0.005703100762096722,0.9913111439785154
1.5099429717520252,0.9882355982748078,0.005737695441083712,0.992530760764107
1.5503082668874413,0.9950798375290508,0.005632395177565705,0.9932534313050863
1.590673557948321,0.9926804548196762,0.00563051576367014,0.9939251632469386
1.6352145652053878,0.9979673210013041,0.005583552373164761,0.9946067712115699
1.6853231927379966,0.9933010474110011,0.005687652585031131,0.9953000608001779
1.7117694105254486,0.9866786225971664,0.005523142215656962,0.9956354898779025
1.7493508756160736,0.9850307958232486,0.005538815312052004,0.9960761200057345
1.8133785494137555,0.9943044552399047,0.005643724060541952,0.9967362119767692
1.8467842888785526,0.9847664415617043,0.005677500348415446,0.9970375295527273
1.8704466859344393,0.9922721009770552,0.005660258838794921,0.9972345804646771
1.9442176811862737,0.994245656862832,0.005652061492491188,0.9977669562803904
1.9734476950252429,0.9876859087399098,0.005578963942463239,0.9979467077114681
2.0138129488332197,0.9884294844134028,0.005718335589617129,0.9981687666840485
2.0694891554303467,1.0010869436904095,0.005780111913453212,0.9984304107088294
2.111246305750683,1.0046540707223313,0.005739944508868586,0.9985968298350602
2.147435832885094,0.9978617024695509,0.005631617824546576,0.9987227093995482
2.2072877370519564,1.004426352880062,0.0056191900924060815,0.998898925780383
2.215639164787717,1.0084283915131644,0.00561432383751921,0.9989206887510702
2.279666773392819,0.9857464444962983,0.005639699082508172,0.9990675652274148
2.3144643829436973,1.0050627223380335,0.005568337340483437,0.999134396101162
2.3645729362033308,0.995011235036347,0.0056614556656244324,0.999217218997337
2.404938155435957,0.9901666747953021,0.005721101128532947,0.9992741211991771
2.4466952751390636,1.0025012935595354,0.005647255677677982,0.9993252211828396
2.5023714288836345,0.9956576826444513,0.005661241340930158,0.9993831746349034
2.5413447323953733,0.9886560305399028,0.005685827269536673,0.9994179107382767
2.7153326539555565,0.9949161930444088,0.0056332157024470645,0.9995321399652906
2.7459545214660466,0.9964386600656311,0.005510109916117966,0.9995472744073829
2.7696168719558045,0.9885785248226826,0.005873770523079107,0.9995582307375377
2.818333472358063,0.9914855876496572,0.005576597095510351,0.9995790040035509
2.844779624720104,0.9945645785441605,0.00565682988584094,0.9995893979301829
2.862874359707348,1.0021188611548137,0.005500995216179217,0.9995961921076221
2.9157666576793417,0.9999257618391637,0.005686221159787441,0.9996146980248821
2.9338613897562027,0.9918387263345303,0.0054545804148345275,0.9996206234931587
2.9784022658132017,0.9838472311882928,0.006011792696717527,0.9996344118075792
3.027118843747303,1.005871423995645,0.005690658199716114,0.9996483587498566
3.046605473733507,1.008288072567172,0.005775235380206155,0.9996536406835066
3.0981058484176174,0.9974525879145045,0.00572687791110586,0.9996668704250624
